,stopwords_removed,pos_tags,wordnet_pos,lemmatized
151,"['if', 'daddy', 'kleptocrat', 'enabling', 'war', 'that', 'killing', 'and', 'endangering', 'ukrainian', 'children', 'then', 'i', 'have', 'no', 'qualms', 'about', 'daddy', 'taking', 'his', 'whole', 'family', 'back', 'to', 'russia', 'to', 'nice', 'high', 'end', 'school', 'there', 'children', 'should', 'be', 'with', 'their', 'parents', 'over', 'million', 'ukrainian', 'kids', 'are', 'not']","[('if', 'IN'), ('daddy', 'JJ'), ('kleptocrat', 'FW'), ('enabling', 'VBG'), ('war', 'NN'), ('that', 'IN'), ('killing', 'VBG'), ('and', 'CC'), ('endangering', 'VBG'), ('ukrainian', 'JJ'), ('children', 'NNS'), ('then', 'RB'), ('i', 'VBP'), ('have', 'VBP'), ('no', 'DT'), ('qualms', 'NNS'), ('about', 'IN'), ('daddy', 'NN'), ('taking', 'VBG'), ('his', 'PRP$'), ('whole', 'JJ'), ('family', 'NN'), ('back', 'RB'), ('to', 'TO'), ('russia', 'VB'), ('to', 'TO'), ('nice', 'RB'), ('high', 'JJ'), ('end', 'NN'), ('school', 'NN'), ('there', 'RB'), ('children', 'NNS'), ('should', 'MD'), ('be', 'VB'), ('with', 'IN'), ('their', 'PRP$'), ('parents', 'NNS'), ('over', 'IN'), ('million', 'CD'), ('ukrainian', 'JJ'), ('kids', 'NNS'), ('are', 'VBP'), ('not', 'RB')]","[('if', 'n'), ('daddy', 'a'), ('kleptocrat', 'n'), ('enabling', 'v'), ('war', 'n'), ('that', 'n'), ('killing', 'v'), ('and', 'n'), ('endangering', 'v'), ('ukrainian', 'a'), ('children', 'n'), ('then', 'r'), ('i', 'v'), ('have', 'v'), ('no', 'n'), ('qualms', 'n'), ('about', 'n'), ('daddy', 'n'), ('taking', 'v'), ('his', 'n'), ('whole', 'a'), ('family', 'n'), ('back', 'r'), ('to', 'n'), ('russia', 'v'), ('to', 'n'), ('nice', 'r'), ('high', 'a'), ('end', 'n'), ('school', 'n'), ('there', 'r'), ('children', 'n'), ('should', 'n'), ('be', 'v'), ('with', 'n'), ('their', 'n'), ('parents', 'n'), ('over', 'n'), ('million', 'n'), ('ukrainian', 'a'), ('kids', 'n'), ('are', 'v'), ('not', 'r')]","['if', 'daddy', 'kleptocrat', 'enable', 'war', 'that', 'kill', 'and', 'endanger', 'ukrainian', 'child', 'then', 'i', 'have', 'no', 'qualm', 'about', 'daddy', 'take', 'his', 'whole', 'family', 'back', 'to', 'russia', 'to', 'nice', 'high', 'end', 'school', 'there', 'child', 'should', 'be', 'with', 'their', 'parent', 'over', 'million', 'ukrainian', 'kid', 'be', 'not']"
152,"['suspect', 'pool', 'scandanavian', '``', 'identitarian', 'ecofascist', 'white-nationalist', 'blackbloques', ""''"", 'and', '``', 'socialist-in-name-only', 'nimrod', 'perpetrators', ""''""]","[('suspect', 'JJ'), ('pool', 'NN'), ('scandanavian', 'JJ'), ('``', '``'), ('identitarian', 'JJ'), ('ecofascist', 'NN'), ('white-nationalist', 'JJ'), ('blackbloques', 'NNS'), (""''"", ""''""), ('and', 'CC'), ('``', '``'), ('socialist-in-name-only', 'JJ'), ('nimrod', 'NN'), ('perpetrators', 'NNS'), (""''"", ""''"")]","[('suspect', 'a'), ('pool', 'n'), ('scandanavian', 'a'), ('``', 'n'), ('identitarian', 'a'), ('ecofascist', 'n'), ('white-nationalist', 'a'), ('blackbloques', 'n'), (""''"", 'n'), ('and', 'n'), ('``', 'n'), ('socialist-in-name-only', 'a'), ('nimrod', 'n'), ('perpetrators', 'n'), (""''"", 'n')]","['suspect', 'pool', 'scandanavian', '``', 'identitarian', 'ecofascist', 'white-nationalist', 'blackbloques', ""''"", 'and', '``', 'socialist-in-name-only', 'nimrod', 'perpetrator', ""''""]"
153,"['makeup', 'and', 'beauty', 'blog', 'monday', 'poll', 'vol', '719', 'so…what', 'monday', 'poll', 'excellent', 'question', 'not', 'contrary', 'to', 'its', 'name', 'actual', 'poll', 'like', 'with', 'little', 'clicky', 'buttons', 'just', 'list', 'more', 'less', 'random', 'questions', 'i', 'have', 'been', 'posting', 'on', 'th…']","[('makeup', 'NN'), ('and', 'CC'), ('beauty', 'NN'), ('blog', 'NN'), ('monday', 'NN'), ('poll', 'NN'), ('vol', 'VBZ'), ('719', 'CD'), ('so…what', 'NN'), ('monday', 'NN'), ('poll', 'NN'), ('excellent', 'JJ'), ('question', 'NN'), ('not', 'RB'), ('contrary', 'JJ'), ('to', 'TO'), ('its', 'PRP$'), ('name', 'NN'), ('actual', 'JJ'), ('poll', 'NN'), ('like', 'IN'), ('with', 'IN'), ('little', 'JJ'), ('clicky', 'JJ'), ('buttons', 'NNS'), ('just', 'RB'), ('list', 'VB'), ('more', 'JJR'), ('less', 'JJ'), ('random', 'JJ'), ('questions', 'NNS'), ('i', 'VBP'), ('have', 'VBP'), ('been', 'VBN'), ('posting', 'VBG'), ('on', 'IN'), ('th…', 'NN')]","[('makeup', 'n'), ('and', 'n'), ('beauty', 'n'), ('blog', 'n'), ('monday', 'n'), ('poll', 'n'), ('vol', 'v'), ('719', 'n'), ('so…what', 'n'), ('monday', 'n'), ('poll', 'n'), ('excellent', 'a'), ('question', 'n'), ('not', 'r'), ('contrary', 'a'), ('to', 'n'), ('its', 'n'), ('name', 'n'), ('actual', 'a'), ('poll', 'n'), ('like', 'n'), ('with', 'n'), ('little', 'a'), ('clicky', 'a'), ('buttons', 'n'), ('just', 'r'), ('list', 'v'), ('more', 'a'), ('less', 'a'), ('random', 'a'), ('questions', 'n'), ('i', 'v'), ('have', 'v'), ('been', 'v'), ('posting', 'v'), ('on', 'n'), ('th…', 'n')]","['makeup', 'and', 'beauty', 'blog', 'monday', 'poll', 'vol', '719', 'so…what', 'monday', 'poll', 'excellent', 'question', 'not', 'contrary', 'to', 'it', 'name', 'actual', 'poll', 'like', 'with', 'little', 'clicky', 'button', 'just', 'list', 'more', 'less', 'random', 'question', 'i', 'have', 'be', 'post', 'on', 'th…']"
154,"['ukraine', 'sided', 'with', 'pakistan', 'against', 'india', 'and', 'voted', 'to', 'sanction', 'india', 'its', 'nuclear', 'weapons', 'program', 'there', 'are', 'numerous', 'biological', 'sites', 'in', 'ukraine', 'because', 'illegal', 'in', 'every', 'other', 'country', 'quit', 'listening', 'to', 'cnn']","[('ukraine', 'NN'), ('sided', 'VBN'), ('with', 'IN'), ('pakistan', 'NN'), ('against', 'IN'), ('india', 'NN'), ('and', 'CC'), ('voted', 'VBD'), ('to', 'TO'), ('sanction', 'VB'), ('india', 'VB'), ('its', 'PRP$'), ('nuclear', 'JJ'), ('weapons', 'NNS'), ('program', 'NN'), ('there', 'EX'), ('are', 'VBP'), ('numerous', 'JJ'), ('biological', 'JJ'), ('sites', 'NNS'), ('in', 'IN'), ('ukraine', 'JJ'), ('because', 'IN'), ('illegal', 'JJ'), ('in', 'IN'), ('every', 'DT'), ('other', 'JJ'), ('country', 'NN'), ('quit', 'VBD'), ('listening', 'VBG'), ('to', 'TO'), ('cnn', 'VB')]","[('ukraine', 'n'), ('sided', 'v'), ('with', 'n'), ('pakistan', 'n'), ('against', 'n'), ('india', 'n'), ('and', 'n'), ('voted', 'v'), ('to', 'n'), ('sanction', 'v'), ('india', 'v'), ('its', 'n'), ('nuclear', 'a'), ('weapons', 'n'), ('program', 'n'), ('there', 'n'), ('are', 'v'), ('numerous', 'a'), ('biological', 'a'), ('sites', 'n'), ('in', 'n'), ('ukraine', 'a'), ('because', 'n'), ('illegal', 'a'), ('in', 'n'), ('every', 'n'), ('other', 'a'), ('country', 'n'), ('quit', 'v'), ('listening', 'v'), ('to', 'n'), ('cnn', 'v')]","['ukraine', 'side', 'with', 'pakistan', 'against', 'india', 'and', 'vote', 'to', 'sanction', 'india', 'it', 'nuclear', 'weapon', 'program', 'there', 'be', 'numerous', 'biological', 'site', 'in', 'ukraine', 'because', 'illegal', 'in', 'every', 'other', 'country', 'quit', 'listen', 'to', 'cnn']"
155,"['putin', 'plays', 'all', 'faith', 'too', 'kill', 'us', 'all', 'last', 'man', 'standing', 'communism', 'fatherless', '3', 'wise', 'men', 'first', 'too', 'bow', 'india', 'persia', 'arabia', 'islam', 'believes', 'in', 'virgin', 'birth', 'srcond', 'coming', 'why', 'they', 'hold', 'mount', 'they', 'just', 'do', 'not', 'see', 'him', 'risen', 'was', 'not', 'in', 'heart', ""'s""]","[('putin', 'NN'), ('plays', 'VBZ'), ('all', 'DT'), ('faith', 'RB'), ('too', 'RB'), ('kill', 'VB'), ('us', 'PRP'), ('all', 'DT'), ('last', 'JJ'), ('man', 'NN'), ('standing', 'VBG'), ('communism', 'NN'), ('fatherless', 'RB'), ('3', 'CD'), ('wise', 'NN'), ('men', 'NNS'), ('first', 'RB'), ('too', 'RB'), ('bow', 'JJ'), ('india', 'JJ'), ('persia', 'NN'), ('arabia', 'NN'), ('islam', 'NN'), ('believes', 'VBZ'), ('in', 'IN'), ('virgin', 'NN'), ('birth', 'NN'), ('srcond', 'NN'), ('coming', 'VBG'), ('why', 'WRB'), ('they', 'PRP'), ('hold', 'VBP'), ('mount', 'NN'), ('they', 'PRP'), ('just', 'RB'), ('do', 'VBP'), ('not', 'RB'), ('see', 'VB'), ('him', 'PRP'), ('risen', 'VB'), ('was', 'VBD'), ('not', 'RB'), ('in', 'IN'), ('heart', 'NN'), (""'s"", 'POS')]","[('putin', 'n'), ('plays', 'v'), ('all', 'n'), ('faith', 'r'), ('too', 'r'), ('kill', 'v'), ('us', 'n'), ('all', 'n'), ('last', 'a'), ('man', 'n'), ('standing', 'v'), ('communism', 'n'), ('fatherless', 'r'), ('3', 'n'), ('wise', 'n'), ('men', 'n'), ('first', 'r'), ('too', 'r'), ('bow', 'a'), ('india', 'a'), ('persia', 'n'), ('arabia', 'n'), ('islam', 'n'), ('believes', 'v'), ('in', 'n'), ('virgin', 'n'), ('birth', 'n'), ('srcond', 'n'), ('coming', 'v'), ('why', 'n'), ('they', 'n'), ('hold', 'v'), ('mount', 'n'), ('they', 'n'), ('just', 'r'), ('do', 'v'), ('not', 'r'), ('see', 'v'), ('him', 'n'), ('risen', 'v'), ('was', 'v'), ('not', 'r'), ('in', 'n'), ('heart', 'n'), (""'s"", 'n')]","['putin', 'play', 'all', 'faith', 'too', 'kill', 'u', 'all', 'last', 'man', 'stand', 'communism', 'fatherless', '3', 'wise', 'men', 'first', 'too', 'bow', 'india', 'persia', 'arabia', 'islam', 'believe', 'in', 'virgin', 'birth', 'srcond', 'come', 'why', 'they', 'hold', 'mount', 'they', 'just', 'do', 'not', 'see', 'him', 'rise', 'be', 'not', 'in', 'heart', ""'s""]"
156,"['hashtag', 'stay', 'strong', 'make', 'change', 'inn', 'pakistan', 'respect', 'honesty', 'good', 'dewelpmet', 'trade', 'and', 'trust']","[('hashtag', 'NN'), ('stay', 'NN'), ('strong', 'JJ'), ('make', 'VBP'), ('change', 'NN'), ('inn', 'NN'), ('pakistan', 'NN'), ('respect', 'NN'), ('honesty', 'NN'), ('good', 'JJ'), ('dewelpmet', 'NN'), ('trade', 'NN'), ('and', 'CC'), ('trust', 'NN')]","[('hashtag', 'n'), ('stay', 'n'), ('strong', 'a'), ('make', 'v'), ('change', 'n'), ('inn', 'n'), ('pakistan', 'n'), ('respect', 'n'), ('honesty', 'n'), ('good', 'a'), ('dewelpmet', 'n'), ('trade', 'n'), ('and', 'n'), ('trust', 'n')]","['hashtag', 'stay', 'strong', 'make', 'change', 'inn', 'pakistan', 'respect', 'honesty', 'good', 'dewelpmet', 'trade', 'and', 'trust']"
157,"['yes', 'that', 'exact', 'shitty', 'situation']","[('yes', 'NNS'), ('that', 'WDT'), ('exact', 'VBP'), ('shitty', 'JJ'), ('situation', 'NN')]","[('yes', 'n'), ('that', 'n'), ('exact', 'v'), ('shitty', 'a'), ('situation', 'n')]","['yes', 'that', 'exact', 'shitty', 'situation']"
158,"['been', 'while', 'just', 'have', 'not', 'had', 'any', 'chance', 'to', 'get', 'into', 'other', 'than', 'refusing', 'to', 'buy', 'shitty', 'products', 'and', 'actually', 'looking', 'into', 'what', 'i', 'buy']","[('been', 'VBN'), ('while', 'IN'), ('just', 'RB'), ('have', 'VB'), ('not', 'RB'), ('had', 'VBN'), ('any', 'DT'), ('chance', 'NN'), ('to', 'TO'), ('get', 'VB'), ('into', 'IN'), ('other', 'JJ'), ('than', 'IN'), ('refusing', 'VBG'), ('to', 'TO'), ('buy', 'VB'), ('shitty', 'JJ'), ('products', 'NNS'), ('and', 'CC'), ('actually', 'RB'), ('looking', 'VBG'), ('into', 'IN'), ('what', 'WP'), ('i', 'JJ'), ('buy', 'VBP')]","[('been', 'v'), ('while', 'n'), ('just', 'r'), ('have', 'v'), ('not', 'r'), ('had', 'v'), ('any', 'n'), ('chance', 'n'), ('to', 'n'), ('get', 'v'), ('into', 'n'), ('other', 'a'), ('than', 'n'), ('refusing', 'v'), ('to', 'n'), ('buy', 'v'), ('shitty', 'a'), ('products', 'n'), ('and', 'n'), ('actually', 'r'), ('looking', 'v'), ('into', 'n'), ('what', 'n'), ('i', 'a'), ('buy', 'v')]","['be', 'while', 'just', 'have', 'not', 'have', 'any', 'chance', 'to', 'get', 'into', 'other', 'than', 'refuse', 'to', 'buy', 'shitty', 'product', 'and', 'actually', 'look', 'into', 'what', 'i', 'buy']"
159,"['embarrassing', 'cookie', 'cutter', 'cliche', 'wheeled', 'out', 'every', 'week', 'if', 'you', 'have', 'not', 'performed', 'that', 'donate', 'that', 'week', ""'s"", 'salary', 'to', 'charity', 'least', 'fans', 'would', 'think', 'you', 'actually', 'care']","[('embarrassing', 'VBG'), ('cookie', 'NN'), ('cutter', 'NN'), ('cliche', 'NN'), ('wheeled', 'VBD'), ('out', 'RP'), ('every', 'DT'), ('week', 'NN'), ('if', 'IN'), ('you', 'PRP'), ('have', 'VBP'), ('not', 'RB'), ('performed', 'VBN'), ('that', 'IN'), ('donate', 'NN'), ('that', 'IN'), ('week', 'NN'), (""'s"", 'POS'), ('salary', 'NN'), ('to', 'TO'), ('charity', 'NN'), ('least', 'JJS'), ('fans', 'NNS'), ('would', 'MD'), ('think', 'VB'), ('you', 'PRP'), ('actually', 'RB'), ('care', 'VB')]","[('embarrassing', 'v'), ('cookie', 'n'), ('cutter', 'n'), ('cliche', 'n'), ('wheeled', 'v'), ('out', 'r'), ('every', 'n'), ('week', 'n'), ('if', 'n'), ('you', 'n'), ('have', 'v'), ('not', 'r'), ('performed', 'v'), ('that', 'n'), ('donate', 'n'), ('that', 'n'), ('week', 'n'), (""'s"", 'n'), ('salary', 'n'), ('to', 'n'), ('charity', 'n'), ('least', 'a'), ('fans', 'n'), ('would', 'n'), ('think', 'v'), ('you', 'n'), ('actually', 'r'), ('care', 'v')]","['embarrass', 'cookie', 'cutter', 'cliche', 'wheel', 'out', 'every', 'week', 'if', 'you', 'have', 'not', 'perform', 'that', 'donate', 'that', 'week', ""'s"", 'salary', 'to', 'charity', 'least', 'fan', 'would', 'think', 'you', 'actually', 'care']"
160,"['ohhh', 'now', 'there', 'scare', '...', '.russia', 'should', 'cut', 'all', 'gas', 'and', 'petrol', 'supply', 'to', 'uk', 'and', 'europe', 'then', 'you', 'will', 'know', 'what', 'real', 'pain', 'feel', 'like']","[('ohhh', 'RB'), ('now', 'RB'), ('there', 'EX'), ('scare', 'NN'), ('...', ':'), ('.russia', 'NN'), ('should', 'MD'), ('cut', 'VB'), ('all', 'DT'), ('gas', 'NN'), ('and', 'CC'), ('petrol', 'NN'), ('supply', 'NN'), ('to', 'TO'), ('uk', 'VB'), ('and', 'CC'), ('europe', 'VB'), ('then', 'RB'), ('you', 'PRP'), ('will', 'MD'), ('know', 'VB'), ('what', 'WP'), ('real', 'JJ'), ('pain', 'NN'), ('feel', 'VBP'), ('like', 'IN')]","[('ohhh', 'r'), ('now', 'r'), ('there', 'n'), ('scare', 'n'), ('...', 'n'), ('.russia', 'n'), ('should', 'n'), ('cut', 'v'), ('all', 'n'), ('gas', 'n'), ('and', 'n'), ('petrol', 'n'), ('supply', 'n'), ('to', 'n'), ('uk', 'v'), ('and', 'n'), ('europe', 'v'), ('then', 'r'), ('you', 'n'), ('will', 'n'), ('know', 'v'), ('what', 'n'), ('real', 'a'), ('pain', 'n'), ('feel', 'v'), ('like', 'n')]","['ohhh', 'now', 'there', 'scare', '...', '.russia', 'should', 'cut', 'all', 'gas', 'and', 'petrol', 'supply', 'to', 'uk', 'and', 'europe', 'then', 'you', 'will', 'know', 'what', 'real', 'pain', 'feel', 'like']"
161,"['hilarious..', 'this', 'made', 'me', 'laugh', 'in', 'midnight']","[('hilarious..', 'NN'), ('this', 'DT'), ('made', 'VBD'), ('me', 'PRP'), ('laugh', 'IN'), ('in', 'IN'), ('midnight', 'NN')]","[('hilarious..', 'n'), ('this', 'n'), ('made', 'v'), ('me', 'n'), ('laugh', 'n'), ('in', 'n'), ('midnight', 'n')]","['hilarious..', 'this', 'make', 'me', 'laugh', 'in', 'midnight']"
162,"['china', 'meme', 'game', 'do', 'be', 'dya', 'dough']","[('china', 'NNS'), ('meme', 'JJ'), ('game', 'NN'), ('do', 'VBP'), ('be', 'VB'), ('dya', 'VBN'), ('dough', 'IN')]","[('china', 'n'), ('meme', 'a'), ('game', 'n'), ('do', 'v'), ('be', 'v'), ('dya', 'v'), ('dough', 'n')]","['china', 'meme', 'game', 'do', 'be', 'dya', 'dough']"
163,"['i', 'hate', 'dudes', 'that', 'be', 'trying', 'to', 'talk', 'to', 'everybody', 'in', 'club', 'calm', 'down']","[('i', 'JJ'), ('hate', 'VBP'), ('dudes', 'NNS'), ('that', 'WDT'), ('be', 'VB'), ('trying', 'VBG'), ('to', 'TO'), ('talk', 'VB'), ('to', 'TO'), ('everybody', 'NN'), ('in', 'IN'), ('club', 'NN'), ('calm', 'VBP'), ('down', 'RP')]","[('i', 'a'), ('hate', 'v'), ('dudes', 'n'), ('that', 'n'), ('be', 'v'), ('trying', 'v'), ('to', 'n'), ('talk', 'v'), ('to', 'n'), ('everybody', 'n'), ('in', 'n'), ('club', 'n'), ('calm', 'v'), ('down', 'r')]","['i', 'hate', 'dude', 'that', 'be', 'try', 'to', 'talk', 'to', 'everybody', 'in', 'club', 'calm', 'down']"
164,"['ok', 'but', 'if', 'i', 'am', 'millionaire', 'i', 'am', 'not', 'sucking', '80', 'year', 'old', 'balls', 'to', 'be', 'billionaire', 'different', 'if', 'your', 'broke', 'as', 'fuck']","[('ok', 'RB'), ('but', 'CC'), ('if', 'IN'), ('i', 'JJ'), ('am', 'VBP'), ('millionaire', 'NN'), ('i', 'NN'), ('am', 'VBP'), ('not', 'RB'), ('sucking', 'VBG'), ('80', 'CD'), ('year', 'NN'), ('old', 'JJ'), ('balls', 'NNS'), ('to', 'TO'), ('be', 'VB'), ('billionaire', 'VBN'), ('different', 'JJ'), ('if', 'IN'), ('your', 'PRP$'), ('broke', 'NN'), ('as', 'IN'), ('fuck', 'NN')]","[('ok', 'r'), ('but', 'n'), ('if', 'n'), ('i', 'a'), ('am', 'v'), ('millionaire', 'n'), ('i', 'n'), ('am', 'v'), ('not', 'r'), ('sucking', 'v'), ('80', 'n'), ('year', 'n'), ('old', 'a'), ('balls', 'n'), ('to', 'n'), ('be', 'v'), ('billionaire', 'v'), ('different', 'a'), ('if', 'n'), ('your', 'n'), ('broke', 'n'), ('as', 'n'), ('fuck', 'n')]","['ok', 'but', 'if', 'i', 'be', 'millionaire', 'i', 'be', 'not', 'suck', '80', 'year', 'old', 'ball', 'to', 'be', 'billionaire', 'different', 'if', 'your', 'broke', 'a', 'fuck']"
165,"['ayo', 'why', 'they', 'do', 'dog', 'banner', 'like', 'that', 'that', 'pure', 'evil']","[('ayo', 'NNS'), ('why', 'WRB'), ('they', 'PRP'), ('do', 'VBP'), ('dog', 'VB'), ('banner', 'NN'), ('like', 'IN'), ('that', 'DT'), ('that', 'WDT'), ('pure', 'VBP'), ('evil', 'VB')]","[('ayo', 'n'), ('why', 'n'), ('they', 'n'), ('do', 'v'), ('dog', 'v'), ('banner', 'n'), ('like', 'n'), ('that', 'n'), ('that', 'n'), ('pure', 'v'), ('evil', 'v')]","['ayo', 'why', 'they', 'do', 'dog', 'banner', 'like', 'that', 'that', 'pure', 'evil']"
166,"['that', 'smile', 'that', 'body', 'that', 'booty', 'you', 'ar', 'sexyist', 'woman', 'on', 'planet', 'super', 'sexy', 'baby']","[('that', 'DT'), ('smile', 'VBD'), ('that', 'IN'), ('body', 'NN'), ('that', 'WDT'), ('booty', 'VBZ'), ('you', 'PRP'), ('ar', 'VBP'), ('sexyist', 'JJ'), ('woman', 'NN'), ('on', 'IN'), ('planet', 'NN'), ('super', 'NN'), ('sexy', 'NN'), ('baby', 'NN')]","[('that', 'n'), ('smile', 'v'), ('that', 'n'), ('body', 'n'), ('that', 'n'), ('booty', 'v'), ('you', 'n'), ('ar', 'v'), ('sexyist', 'a'), ('woman', 'n'), ('on', 'n'), ('planet', 'n'), ('super', 'n'), ('sexy', 'n'), ('baby', 'n')]","['that', 'smile', 'that', 'body', 'that', 'booty', 'you', 'ar', 'sexyist', 'woman', 'on', 'planet', 'super', 'sexy', 'baby']"
167,"['said', 'this', 'from', 'day', 'one', 'i', 'can', 'not', 'fully', 'blame', 'any', 'manager', 'this', 'rebuild', 'from', 'top', 'to', 'bottom', 'needed', 'i', 'will', 'be', 'patient', 'as', 'i', 'know', 'this', 'will', 'not', 'be', 'solved', 'over', 'night', 'but', 'culture', 'change', 'will', 'have', 'to', 'be', 'seen', 'sooner', 'later']","[('said', 'VBD'), ('this', 'DT'), ('from', 'IN'), ('day', 'NN'), ('one', 'CD'), ('i', 'NN'), ('can', 'MD'), ('not', 'RB'), ('fully', 'RB'), ('blame', 'VB'), ('any', 'DT'), ('manager', 'NN'), ('this', 'DT'), ('rebuild', 'NN'), ('from', 'IN'), ('top', 'JJ'), ('to', 'TO'), ('bottom', 'VB'), ('needed', 'VBN'), ('i', 'NN'), ('will', 'MD'), ('be', 'VB'), ('patient', 'JJ'), ('as', 'IN'), ('i', 'NN'), ('know', 'VBP'), ('this', 'DT'), ('will', 'MD'), ('not', 'RB'), ('be', 'VB'), ('solved', 'VBN'), ('over', 'IN'), ('night', 'NN'), ('but', 'CC'), ('culture', 'NN'), ('change', 'NN'), ('will', 'MD'), ('have', 'VB'), ('to', 'TO'), ('be', 'VB'), ('seen', 'VBN'), ('sooner', 'RB'), ('later', 'RBR')]","[('said', 'v'), ('this', 'n'), ('from', 'n'), ('day', 'n'), ('one', 'n'), ('i', 'n'), ('can', 'n'), ('not', 'r'), ('fully', 'r'), ('blame', 'v'), ('any', 'n'), ('manager', 'n'), ('this', 'n'), ('rebuild', 'n'), ('from', 'n'), ('top', 'a'), ('to', 'n'), ('bottom', 'v'), ('needed', 'v'), ('i', 'n'), ('will', 'n'), ('be', 'v'), ('patient', 'a'), ('as', 'n'), ('i', 'n'), ('know', 'v'), ('this', 'n'), ('will', 'n'), ('not', 'r'), ('be', 'v'), ('solved', 'v'), ('over', 'n'), ('night', 'n'), ('but', 'n'), ('culture', 'n'), ('change', 'n'), ('will', 'n'), ('have', 'v'), ('to', 'n'), ('be', 'v'), ('seen', 'v'), ('sooner', 'r'), ('later', 'r')]","['say', 'this', 'from', 'day', 'one', 'i', 'can', 'not', 'fully', 'blame', 'any', 'manager', 'this', 'rebuild', 'from', 'top', 'to', 'bottom', 'need', 'i', 'will', 'be', 'patient', 'a', 'i', 'know', 'this', 'will', 'not', 'be', 'solve', 'over', 'night', 'but', 'culture', 'change', 'will', 'have', 'to', 'be', 'see', 'sooner', 'later']"
168,"['interesting…', 'donald', 'trump', 'admits', 'to', 'wanting', '10,000', 'national', 'guard', 'troops', 'on', 'ground', 'in', 'dc', 'on', 'january', '6th', 'why', 'what', 'did', 'he', 'know', 'and', 'how', 'are', 'we', 'sure', 'he', 'did', 'not', 'want', 'them', 'there', 'to', 'aid', 'and', 'abet', 'terrorists', 'keep', 'talking', 'donald', 'we', 'love']","[('interesting…', 'NN'), ('donald', 'NN'), ('trump', 'NN'), ('admits', 'VBZ'), ('to', 'TO'), ('wanting', 'VBG'), ('10,000', 'CD'), ('national', 'JJ'), ('guard', 'NN'), ('troops', 'NNS'), ('on', 'IN'), ('ground', 'NN'), ('in', 'IN'), ('dc', 'NN'), ('on', 'IN'), ('january', 'JJ'), ('6th', 'CD'), ('why', 'WRB'), ('what', 'WP'), ('did', 'VBD'), ('he', 'PRP'), ('know', 'VB'), ('and', 'CC'), ('how', 'WRB'), ('are', 'VBP'), ('we', 'PRP'), ('sure', 'JJ'), ('he', 'PRP'), ('did', 'VBD'), ('not', 'RB'), ('want', 'VB'), ('them', 'PRP'), ('there', 'RB'), ('to', 'TO'), ('aid', 'NN'), ('and', 'CC'), ('abet', 'NN'), ('terrorists', 'NNS'), ('keep', 'VBP'), ('talking', 'VBG'), ('donald', 'NN'), ('we', 'PRP'), ('love', 'VBP')]","[('interesting…', 'n'), ('donald', 'n'), ('trump', 'n'), ('admits', 'v'), ('to', 'n'), ('wanting', 'v'), ('10,000', 'n'), ('national', 'a'), ('guard', 'n'), ('troops', 'n'), ('on', 'n'), ('ground', 'n'), ('in', 'n'), ('dc', 'n'), ('on', 'n'), ('january', 'a'), ('6th', 'n'), ('why', 'n'), ('what', 'n'), ('did', 'v'), ('he', 'n'), ('know', 'v'), ('and', 'n'), ('how', 'n'), ('are', 'v'), ('we', 'n'), ('sure', 'a'), ('he', 'n'), ('did', 'v'), ('not', 'r'), ('want', 'v'), ('them', 'n'), ('there', 'r'), ('to', 'n'), ('aid', 'n'), ('and', 'n'), ('abet', 'n'), ('terrorists', 'n'), ('keep', 'v'), ('talking', 'v'), ('donald', 'n'), ('we', 'n'), ('love', 'v')]","['interesting…', 'donald', 'trump', 'admit', 'to', 'want', '10,000', 'national', 'guard', 'troop', 'on', 'ground', 'in', 'dc', 'on', 'january', '6th', 'why', 'what', 'do', 'he', 'know', 'and', 'how', 'be', 'we', 'sure', 'he', 'do', 'not', 'want', 'them', 'there', 'to', 'aid', 'and', 'abet', 'terrorist', 'keep', 'talk', 'donald', 'we', 'love']"
